2,531250;1,359375;0,843750
2,609375;1,390625;0,890625
2,656250;1,375000;0,921875
2,640625;1,625000;0,656250
2,671875;1,500000;0,890625
2,718750;1,578125;0,828125
2,765625;1,640625;0,765625
2,812500;1,453125;1,000000
2,843750;1,484375;1,062500
2,875000;1,578125;0,906250
2,906250;1,468750;1,046875
2,937500;1,671875;0,937500
2,968750;1,640625;0,875000
3,015625;1,500000;1,078125
3,046875;1,687500;0,968750
3,093750;1,656250;0,968750
3,156250;1,656250;1,140625
3,171875;1,843750;1,015625
3,218750;1,796875;1,078125
3,265625;1,796875;1,031250
3,296875;1,875000;1,031250
3,328125;1,906250;1,015625
3,375000;1,875000;1,015625
3,406250;2,015625;0,921875
3,453125;1,921875;1,156250
3,484375;1,968750;1,109375
3,546875;2,203125;0,984375
3,562500;2,046875;1,140625
3,531250;2,093750;1,031250
3,640625;2,187500;1,171875
3,703125;2,250000;1,078125
3,765625;2,359375;0,906250
3,781250;2,156250;1,140625
3,828125;2,421875;1,093750
3,875000;2,234375;1,250000
3,921875;2,562500;0,953125
3,953125;2,187500;1,312500
4,000000;2,468750;1,109375
4,062500;2,437500;1,156250
4,062500;2,671875;1,078125
4,109375;2,421875;1,234375
4,171875;2,828125;0,953125
4,218750;2,562500;1,250000
4,281250;2,859375;0,984375
4,296875;2,812500;1,046875
4,359375;2,906250;1,000000
4,406250;2,828125;1,093750
4,500000;2,750000;1,281250
4,484375;2,859375;1,125000
4,546875;2,671875;1,375000
4,609375;2,796875;1,406250
4,625000;3,078125;1,125000
4,671875;3,062500;1,265625
4,750000;3,000000;1,390625
4,765625;3,015625;1,375000
4,812500;3,218750;1,015625
4,875000;3,265625;1,125000
4,937500;3,328125;1,140625
5,015625;3,203125;1,234375
5,015625;3,296875;1,234375
5,125000;3,468750;0,968750
5,171875;3,437500;1,437500
5,171875;3,484375;1,328125
5,234375;3,390625;1,406250
5,265625;3,421875;1,218750
5,296875;3,625000;1,187500
5,375000;3,562500;1,203125
5,390625;3,562500;1,437500
5,453125;3,562500;1,453125
5,593750;3,812500;1,375000
5,546875;3,812500;1,265625
5,640625;3,718750;1,328125
5,671875;3,812500;1,593750
5,765625;3,781250;1,484375
5,796875;3,890625;1,296875
5,859375;3,953125;1,312500
5,906250;3,921875;1,406250
5,968750;3,968750;1,578125
6,015625;3,984375;1,578125
6,078125;4,187500;1,421875
6,187500;4,281250;1,281250
6,218750;4,046875;1,656250
6,218750;4,000000;1,671875
6,281250;4,140625;1,500000
6,312500;4,468750;1,343750
6,390625;4,656250;1,250000
6,468750;4,390625;1,421875
6,515625;4,578125;1,468750
6,640625;4,562500;1,546875
6,765625;4,859375;1,343750
6,687500;4,890625;1,312500
6,687500;4,671875;1,453125
6,812500;4,875000;1,453125
6,890625;4,890625;1,437500
7,000000;4,843750;1,515625
7,015625;5,109375;1,484375
7,015625;4,984375;1,468750
7,125000;4,859375;1,734375
7,203125;4,875000;1,859375
7,281250;5,093750;1,640625
7,281250;4,828125;1,875000
7,531250;5,390625;1,484375
7,453125;5,109375;1,656250
7,484375;4,906250;1,812500
7,531250;5,484375;1,562500
7,609375;5,578125;1,515625
7,687500;5,359375;1,843750
7,750000;5,500000;1,796875
7,781250;5,562500;1,765625
7,859375;5,359375;1,828125
7,890625;5,406250;1,953125
8,015625;5,687500;1,875000
8,015625;5,640625;1,890625
8,078125;5,718750;1,656250
8,171875;5,812500;1,859375
8,203125;5,953125;1,703125
8,250000;6,062500;1,640625
8,312500;5,703125;1,906250
8,390625;5,953125;1,812500
8,468750;6,171875;1,640625
8,531250;6,296875;1,656250
8,625000;6,562500;1,562500
8,671875;6,609375;1,562500
8,734375;6,359375;1,765625
8,796875;6,281250;1,968750
8,843750;6,406250;1,953125
8,937500;6,406250;1,812500
8,968750;6,546875;1,718750
9,046875;6,437500;1,765625
9,109375;6,953125;1,671875
9,218750;6,765625;1,796875
9,187500;6,984375;1,640625
9,328125;6,828125;1,890625
9,359375;7,156250;1,578125
9,468750;7,046875;1,828125
9,500000;7,062500;1,828125
9,625000;6,953125;2,000000
9,656250;7,171875;2,046875
9,765625;7,312500;1,796875
9,781250;7,546875;1,750000
9,875000;7,406250;1,750000
9,968750;7,468750;1,859375
10,031250;7,593750;1,734375
10,093750;7,609375;1,937500
10,156250;7,718750;1,796875
10,218750;7,718750;1,937500
10,312500;7,718750;1,875000
10,406250;7,750000;1,843750
10,437500;7,984375;1,890625
10,515625;7,734375;2,093750
10,656250;8,234375;1,765625
10,703125;8,015625;1,984375
10,718750;7,984375;2,093750
10,812500;8,250000;1,875000
10,890625;8,312500;1,687500
10,953125;8,343750;1,984375
11,000000;8,250000;2,015625
11,156250;8,343750;2,125000
11,218750;8,609375;1,875000
11,296875;8,718750;1,921875
11,421875;8,906250;1,953125
11,375000;8,859375;2,015625
11,468750;8,859375;1,921875
11,546875;8,812500;2,078125
11,625000;9,031250;1,890625
11,687500;9,046875;1,968750
11,796875;8,937500;2,125000
11,843750;8,906250;2,218750
11,984375;9,140625;2,234375
12,046875;9,265625;2,171875
12,156250;9,375000;2,062500
12,171875;9,390625;1,890625
12,265625;9,484375;2,093750
12,328125;9,750000;1,937500
12,375000;9,578125;2,140625
12,453125;9,703125;1,875000
12,546875;9,765625;2,234375
12,640625;9,937500;2,046875
12,796875;10,218750;1,968750
12,812500;9,875000;2,343750
12,906250;10,234375;1,953125
12,890625;10,328125;1,828125
13,046875;10,859375;1,625000
13,109375;10,437500;1,984375
13,171875;10,250000;2,218750
13,250000;10,390625;2,140625
13,375000;10,250000;2,343750
13,484375;10,390625;2,312500
13,593750;10,234375;2,421875
13,609375;10,609375;2,390625
13,781250;10,265625;2,656250
13,750000;10,984375;2,218750
13,828125;11,156250;2,093750
14,046875;11,328125;1,984375
14,031250;11,453125;1,687500
14,093750;11,078125;2,468750
14,171875;11,046875;2,234375
14,250000;11,531250;1,890625
14,343750;11,000000;2,406250
14,531250;11,140625;2,562500
